VS: Country/Territory,VS: Bodytype,VS: Sales Brand,VS: Regional Origin,VS: Market,VS: Region,VS: Sales Region,VS: Sales Group,VS: Sales Parent,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
Mainland China,Van,Maxus,Domestic,China,Greater China,Greater China,SAIC,SAIC,793,795,240,290,7117,6229,6189,7607,6286,5803,6875,8674,6814,7445,7559,8678,5588,7643,7926,11327,6914,14706,16383,21702,15786,22349,21495,21071,13365,13552,16544,15805,14134,13113,14316,12336
Mainland China,Van,Mercedes-Benz,Domestic,China,Greater China,Greater China,Mercedes-Benz,Mercedes-Benz,727,1492,1105,2084,1022,3503,3248,3147,3877,5359,6168,5621,5994,7210,6945,7397,5876,6809,8067,7428,4084,9478,6324,10034,8221,10629,7382,10964,7950,7610,11084,6380,5803,9554,9887,7559
Mainland China,Van,Mercedes-Benz,Import,China,Greater China,Greater China,Mercedes-Benz,Mercedes-Benz,0,0,0,0,2,0,0,2,102,134,263,297,245,0,0,0,776,1418,940,888,333,532,404,490,13,11,1,13,68,115,224,173,185,282,311,323
Mainland China,Van,Nanjun,Domestic,China,Greater China,Greater China,Sichuan Nanjun,Sichuan-Hyundai,47,43,53,104,36,21,17,35,64,33,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Nissan,Domestic,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,2523,1568,1690,2178,1873,2121,3103,3363,1936,1976,1846,3121,2166,2701,2041,2272,1435,1443,456,782,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Ossan,Domestic,China,Greater China,Greater China,Changan,Changan,80637,34869,27165,37650,81559,73109,58541,64369,80792,31348,19564,25730,14967,18867,25048,21695,16075,11243,7877,8708,3259,7279,6925,4919,2297,2105,2248,1901,2199,1317,936,924,149,0,0,0
Mainland China,Van,Qingling,Domestic,China,Greater China,Greater China,Qingling,Qingling,0,8,10,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Qiteng,Domestic,China,Greater China,Greater China,Fujian Motor Industry,Fujian Motor Industry,1634,1622,2372,5095,1753,1130,975,1199,1186,1950,1003,4013,836,214,80,366,50,8,0,0,9,108,657,976,1153,1582,1739,1906,922,459,680,103,11,7,0,18
Mainland China,Van,Rely,Domestic,China,Greater China,Greater China,Chery,Chery,370,658,564,2201,292,974,255,357,227,243,463,361,386,271,290,225,441,260,262,450,294,576,254,298,19,22,78,52,73,108,54,141,64,6,50,48
Mainland China,Van,Shaanxi Auto,Domestic,China,Greater China,Greater China,Shaanxi Auto,Shaanxi Auto,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Shaanxi Auto Tongjia,Domestic,China,Greater China,Greater China,Shaanxi Auto,Shaanxi Auto,31,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Shanxi,Domestic,China,Greater China,Greater China,Shanxi Yuhang,Shanxi Yuhang,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Shaolin,Domestic,China,Greater China,Greater China,Shaolin Bus,Shaolin Bus,0,0,0,0,0,152,78,102,53,65,75,111,60,38,21,18,20,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Shudu,Domestic,China,Greater China,Greater China,Chengdu Bus,Chengdu Bus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,35,0,3,3,54,19,49,89,40,0,0,0,44,2,0,0,25
Mainland China,Van,Skywell,Domestic,China,Greater China,Greater China,King Long,King Long,0,0,0,0,0,0,682,3666,0,209,325,5840,67,315,428,4497,2231,2074,297,2197,495,772,1085,2372,430,464,904,1641,374,230,822,1351,208,291,481,855
Mainland China,Van,Soueast,Domestic,China,Greater China,Greater China,Soueast,Chery,269,812,150,954,194,779,321,741,624,56,99,345,196,388,278,257,242,153,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
Mainland China,Van,Space,Domestic,China,Greater China,Greater China,Guizhou Yuantong,Guizhou Yuantong,1,207,72,62,46,74,7,0,0,64,22,0,22,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,SRKC,Domestic,China,Greater China,Greater China,Shangrao Coach,Shangrao Coach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,75,87,7,30,25,11,8,0,0,0
Mainland China,Van,SRM,Domestic,China,Greater China,Greater China,Brilliance Auto,Brilliance Auto,0,0,0,0,0,0,0,0,0,0,0,0,11851,15607,14603,15226,12629,15911,15776,23996,7446,19977,17418,17967,17084,25003,22096,20663,17871,9847,17108,18767,15704,15133,14562,19402
Mainland China,Van,Sunlong,Domestic,China,Greater China,Greater China,Sunlong Bus,Sunlong Bus,0,0,0,0,0,0,0,0,0,0,0,1080,0,52,0,1766,1,290,30,1229,0,0,0,21,0,16,1011,832,1000,800,0,3,0,1,0,5
Mainland China,Van,Suzuki,Domestic,China,Greater China,Greater China,Suzuki,Suzuki,149,315,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Tianjin Auto,Domestic,China,Greater China,Greater China,FAW,FAW,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Toyota,Import,China,Greater China,Greater China,Toyota,Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mainland China,Van,Victory,Domestic,China,Greater China,Greater China,Shanxi Victory,Guizhou Yuantong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Volkswagen,Import,China,Greater China,Greater China,Volkswagen,Volkswagen,1078,822,893,713,792,918,1015,894,878,1124,989,1243,1004,848,1182,1004,885,964,925,635,85,127,232,200,61,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Volvo Buses,Domestic,China,Greater China,Greater China,Volvo Buses,Volvo Group Global,0,0,42,289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Wanda,Domestic,China,Greater China,Greater China,Chery,Chery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,47,21,50,1,0,0,0,0,0,0,0,0,0
Mainland China,Van,Wanxiang,Domestic,China,Greater China,Greater China,Wanxiang Auto,Wanxiang Auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Wanxiang,Domestic,China,Greater China,Greater China,Wanxiang EV,Wanxiang EV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
Mainland China,Van,Weiwang,Domestic,China,Greater China,Greater China,BAIC,BAIC,47310,39315,33028,71055,46462,36876,29947,34502,5768,11461,8215,10669,5732,1461,0,400,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Winnerway,Domestic,China,Greater China,Greater China,Winnerway Motors,Winnerway Motors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,8,0,0,0,0,0,0,5,19,0,0,0,8
Mainland China,Van,Wuling,Domestic,China,Greater China,Greater China,SAIC-General Motors-Wuling,SAIC-General Motors-Wuling,378886,307673,253439,338539,291929,269004,225809,311247,248143,200673,173286,181146,175421,155262,124273,189897,147746,122818,113125,159380,45780,120521,131625,158294,54781,102160,114082,167917,62380,65573,88749,93643,40128,56449,61923,73337
Mainland China,Van,WZL,Domestic,China,Greater China,Greater China,WZL Motors,WZL Motors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Yaxing,Domestic,China,Greater China,Greater China,Weichai Power,Weichai Power,88,127,99,562,96,176,113,158,3,3,17,84,4,7,1,57,61,30,43,77,1,60,42,100,191,48,14,130,51,35,75,72,154,139,81,69
Mainland China,Van,Yema,Domestic,China,Greater China,Greater China,Sichuan Yema,Sichuan Yema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Yutong,Domestic,China,Greater China,Greater China,Zhengzhou Yutong,Zhengzhou Yutong,1697,1976,5509,3106,2163,1530,2593,1309,1495,1642,2934,1801,1780,1911,2568,2407,1804,2043,2714,2301,1149,1630,2428,2514,1601,2551,2346,1863,875,1622,2000,1968,976,1204,1321,1247
Mainland China,Van,Zhongtong,Domestic,China,Greater China,Greater China,Zhongtong Bus,Zhongtong Bus,0,230,1215,2478,5,42,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,56,146,87,73,89,61,108,123,135,180
Mainland China,Van,Zonson,Domestic,China,Greater China,Greater China,Zonson Auto,Zonson Auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0
Mainland China,Van,Zotye,Domestic,China,Greater China,Greater China,Zotye,Zotye,0,0,0,166,0,0,240,59,0,0,0,898,94,57,238,0,0,93,15,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Wagon,Audi,Import,China,Greater China,Greater China,Audi,Volkswagen,623,759,669,462,766,1006,847,608,1034,1048,978,1326,1517,1057,1444,1244,1606,1164,505,650,945,1685,2004,2391,2363,3069,3400,2797,2106,1815,1963,1332,1537,1754,1673,2011
Mainland China,Wagon,Baojun,Domestic,China,Greater China,Greater China,SAIC-General Motors-Wuling,SAIC-General Motors-Wuling,0,0,0,0,0,0,0,0,0,4500,34102,54853,44795,20541,20274,17528,11327,5941,6842,7557,3368,3723,4876,7394,508,6385,1305,336,11,188,0,0,0,0,0,0
Mainland China,Wagon,BMW,Import,China,Greater China,Greater China,BMW,BMW,187,163,119,82,68,110,92,122,74,59,13,304,683,881,1449,1266,78,99,290,385,260,272,151,239,243,253,127,7,0,0,0,0,2,0,0,0
Mainland China,Wagon,Buick,Domestic,China,Greater China,Greater China,General Motors,General Motors,0,0,0,0,0,0,0,0,0,0,0,13327,8096,5445,5621,10869,3280,3776,1660,2988,1833,5617,5500,7689,4400,5448,4979,8016,7062,8862,11780,11056,8635,5499,10308,25168
Mainland China,Wagon,FAW,Domestic,China,Greater China,Greater China,FAW,FAW,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,984,266,280,413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Wagon,Ford,Domestic,China,Greater China,Greater China,Ford,Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,37,461,294,141,125,112,9,1,0,0,0
Mainland China,Wagon,Jaguar,Import,China,Greater China,Greater China,Tata,Tata,98,71,52,18,12,5,0,3,0,0,0,0,0,7,15,17,160,91,7,2,0,4,0,0,0,0,0,0,1746,0,0,0,0,0,0,0
Mainland China,Wagon,Mercedes-Benz,Import,China,Greater China,Greater China,Mercedes-Benz,Mercedes-Benz,113,90,300,349,621,540,523,487,501,559,518,496,713,621,687,237,182,569,490,467,250,431,474,350,302,455,576,213,47,6,5,5,184,44,43,58
Mainland China,Wagon,Mini,Import,China,Greater China,Greater China,BMW,BMW,262,123,47,205,798,1153,1536,1709,1295,1831,1786,1408,1059,1205,1337,1449,1192,1219,868,588,750,927,302,126,174,452,939,1228,1929,1382,1408,1224,720,723,880,1235
Mainland China,Wagon,NIO,Domestic,China,Greater China,Greater China,NIO,NIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3623,10078,9852
Mainland China,Wagon,Opel,Import,China,Greater China,Greater China,PSA,Stellantis,18,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Wagon,Peugeot,Import,China,Greater China,Greater China,PSA,Stellantis,16,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Wagon,Porsche,Import,China,Greater China,Greater China,Porsche,Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,51,104,78,85,136,80,479,565,494,1104
Mainland China,Wagon,Roewe,Domestic,China,Greater China,Greater China,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,714,9054,9459,6781,8587,13868,1051,7044,4149,1230,396,4668,3238,4952,5173,3029,4543,1640,2270,1724,2517,1768,2734,851
Mainland China,Wagon,Skoda,Domestic,China,Greater China,Greater China,Volkswagen,Volkswagen,0,0,0,0,0,0,0,0,0,0,3666,4450,1225,1597,1027,751,603,845,1052,835,0,586,38,3,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Wagon,Skoda,Import,China,Greater China,Greater China,Volkswagen,Volkswagen,81,86,172,59,12,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Wagon,Subaru,Import,China,Greater China,Greater China,Subaru,Subaru,4930,3972,3196,2791,2807,2625,2318,2734,1932,1560,1549,1185,1175,980,1215,739,688,861,695,655,390,760,890,833,410,1152,1118,867,540,456,408,269,310,302,103,340
Mainland China,Wagon,Volkswagen,Domestic,China,Greater China,Greater China,Volkswagen,Volkswagen,26932,16416,17934,22691,18476,18715,14793,26772,33113,24600,25199,34772,27006,19702,18908,10773,6208,7272,1292,5036,170,3823,3,0,1409,1025,1737,2157,1541,1409,2318,1202,655,816,1448,1392
Mainland China,Wagon,Volkswagen,Import,China,Greater China,Greater China,Volkswagen,Volkswagen,1373,2063,2440,1948,835,1101,339,112,41,101,90,24,80,45,20,17,47,461,516,351,171,405,41,5,0,0,149,408,374,600,973,493,565,532,246,72
Mainland China,Wagon,Volvo,Import,China,Greater China,Greater China,Geely,Geely,1503,1217,829,630,789,865,698,735,835,1135,925,860,806,911,1138,840,798,1437,855,762,479,1060,874,915,949,1128,1090,1088,910,508,827,846,702,660,623,709
Mainland China,Wagon,Zeekr,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6007,8241,10769,20464,32467,12472,18833,21693,23248
